URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://smart.who.int/trust/CodeSystem/WHO.TRUST.DOMAIN,1.1.3,active,,WHO_TRUST_DOMAIN,WHO SMART Trust Domains,"Controlled vocabulary used to define WHO SMART Trust network service provider characteristics.",
http://smart.who.int/trust/CodeSystem/WHO.TRUST.KEYUSAGE,1.1.3,active,,WHO_TRUST_KEYUSAGE,WHO.TRUST.KEYUSAGE CodeSystem,"CodeSystem for TRUST.KEYUSAGE that has usage codes for verification keys published to the Trust Network as defined by the [certificate governance](concepts_certificate_governance.html)",
