URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://smart.who.int/ips-pilgrimage/CodeSystem/IPS.HAJJ.CONSENT,1.0.0,active,,IPS_HAJJ_CONSENT,IPS.HAJJ.CONSENT CodeSystem,"CodeSystem for IPS.HAJJ.CONSENT CodeSystem for utilization of IPS during Hajj",
